employee_id,Job_Title,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,digital_score,hard_score,wellness_score,productivity_index,performance_score_original,composite_score,rating_label,group,department,seniority
2afd65ae-61da-4a9e-99d0-8437f5d3c889,Junior Consultant (Digital Transformation),High School,2,2483.33,21.3,18,0,67,11,5,66,1.5650123105444587,1.2594088870654696,3.2069094017094013,1.7405900170379527,2,5.78,Partially meets,pregnant,Digital Transformation,Junior
701aa5e8-5f25-487a-988f-5e0037f88b76,Junior Consultant (Software Engineering),High School,2,3133.33,35.0,22,0,10,33,5,67,1.8540931051935363,1.6740617433981675,3.046347388414055,2.0025282809399556,3,6.15,Partially meets,pregnant,Software Engineering,Junior
615eafc3-177e-470a-acc1-9dff2c5e0a8f,Consultant (Cybersecurity),Bachelor's,2,3641.67,26.4,21,0,75,24,5,61,2.512790230569403,1.6612429451243451,3.008385185185185,2.1861355787700303,3,6.44,Partially meets,pregnant,Cybersecurity,Mid
4d3546da-3d2e-45ef-bc70-90cb343e355b,Consultant (Cloud & Infra),Bachelor's,3,3375.0,54.7,35,573,8,68,5,61,3.389187940905736,2.8109419441239973,3.2714210526315792,3.076511564860035,4,7.78,Meets expectations,pregnant,Cloud & Infra,Mid
1427a16d-7388-455e-9197-58f8af6d066a,Junior Consultant (Software Engineering),High School,2,3158.33,37.9,24,0,9,35,5,66,2.010272274046563,1.7913876485929685,3.1771473684210525,2.1342049801946636,3,6.49,Partially meets,pregnant,Software Engineering,Junior
be71a363-a7a1-40eb-9a1c-4a59c3a55798,Consultant (Cybersecurity),Bachelor's,2,3716.67,25.1,21,0,82,18,5,60,2.307671416491126,1.6366510759489683,3.210845732689211,2.1527961094596644,3,6.72,Meets expectations,pregnant,Cybersecurity,Mid
88ce07c4-e293-44dc-81e0-8b186d286504,Junior Consultant (Cloud & Infra),High School,2,2725.0,21.4,17,0,75,10,5,65,1.5906936417227242,1.2793826898769627,3.0304814814814818,1.7229957337515949,2,5.64,Partially meets,pregnant,Cloud & Infra,Junior
a1e99303-3f81-4734-a5c9-856f28dd25ac,Senior Consultant (Software Engineering),Master's,3,5783.33,39.9,31,0,16,51,5,55,2.7334895990282413,2.34601666642643,3.066515984405458,2.606358409802779,3,6.25,Partially meets,pregnant,Software Engineering,Senior
c6cb791c-c053-4c65-8d2a-15c99e604994,Junior Consultant (Software Engineering),High School,2,2808.33,42.1,24,82,12,46,5,65,2.44547154328563,1.8624100021427836,3.0412676413255357,2.273099992322188,3,6.51,Meets expectations,pregnant,Software Engineering,Junior
3e4620ca-79a6-4e0f-966f-8c0de48eb353,Senior Consultant (Software Engineering),Master's,3,5791.67,47.0,35,273,5,56,5,55,2.929959930221523,2.727183426528508,3.211878632478632,2.8849554188264377,4,6.92,Meets expectations,pregnant,Software Engineering,Senior
e573d52f-25f9-4a21-a479-97ce553f82a1,Senior Consultant (Data & Analytics),Master's,3,5341.67,44.4,36,173,8,56,5,56,2.9436982859876695,2.6834734586839093,3.195943079922027,2.864034831122661,4,6.98,Meets expectations,pregnant,Data & Analytics,Senior
2f96349b-d351-48ec-becc-86527a5125a6,Junior Consultant (Digital Transformation),High School,2,3141.67,47.3,28,286,3,49,5,65,2.4737694760913573,2.128810060958359,3.1249320037986705,2.431522274066321,4,7.2,Meets expectations,pregnant,Digital Transformation,Junior
ef6e002e-c606-4e88-a148-0afb849d4d8a,Senior Consultant (Data & Analytics),Master's,3,6491.67,31.2,27,0,83,30,5,54,3.290585608721964,2.162914819647478,3.279822866344605,2.7245976657092497,4,7.53,Meets expectations,pregnant,Data & Analytics,Senior
329c21e3-5cae-45d1-988f-cf4fe0393385,Managing Consultant (Cybersecurity),Bachelor's,2,6275.0,33.6,22,0,9,39,5,52,2.252973229598332,1.958488455664484,3.1368302144249514,2.282502239596732,2,5.77,Partially meets,pregnant,Cybersecurity,Manager
ebde5896-66b8-40de-8fce-e6f3e0ae9bb7,Junior Consultant (Cloud & Infra),High School,2,2733.33,22.1,18,0,11,13,5,66,1.05944402748918,1.2332465238958985,3.091159544159544,1.5526883790266122,2,5.01,Partially meets,pregnant,Cloud & Infra,Junior
42e85d98-803f-4edc-bce5-45404998a2a5,Senior Consultant (Software Engineering),Master's,2,6433.33,27.2,25,0,73,20,5,53,2.4262545555117407,1.9230565631205092,3.203285333333333,2.3300617148804434,3,6.65,Meets expectations,pregnant,Software Engineering,Senior
86d159e2-282f-4e93-aa8a-01e2275c0e58,Consultant (Data & Analytics),Bachelor's,3,3558.33,45.6,32,220,11,54,5,62,2.862016356724026,2.4356352951918456,3.1575428849902534,2.7079311316111814,4,7.06,Meets expectations,pregnant,Data & Analytics,Mid
3e36b13b-8b27-49da-8c86-0190762fa6d0,Junior Consultant (Data & Analytics),High School,2,2758.33,42.9,25,111,13,44,5,65,2.430056463543383,1.957332923397779,3.1457136452241716,2.336826129806739,4,6.99,Meets expectations,pregnant,Data & Analytics,Junior
d71af3d0-fc63-47bb-9364-e3243748d872,Junior Consultant (Cloud & Infra),High School,2,2983.33,26.3,20,0,71,22,5,67,2.230722546100372,1.468161737965216,2.9027201646090535,1.9838416657345306,3,6.32,Partially meets,pregnant,Cloud & Infra,Junior
e3a1b452-3a1d-43e1-a106-5a33cf2478a9,Senior Consultant (Digital Transformation),Master's,3,6458.33,35.8,32,0,73,41,5,56,3.7683230570928807,2.535847159531159,3.2466639999999996,3.0477532968934433,5,7.98,Meets expectations,pregnant,Digital Transformation,Senior
0db0d5d9-a01a-4be2-bc5c-e480d5bef7c6,Senior Consultant (Cloud & Infra),Master's,2,5591.67,26.3,27,0,60,26,5,54,2.308755735369536,1.9414938059929052,3.3220307270233196,2.3277797690119773,3,6.48,Partially meets,pregnant,Cloud & Infra,Senior
eebc64e5-d284-4f59-bc54-bbaa23533134,Senior Consultant (Software Engineering),Master's,3,5833.33,50.8,37,422,9,66,5,54,3.4103090827821836,2.8524722996019256,3.227285380116959,3.0947859506590096,4,7.2,Meets expectations,pregnant,Software Engineering,Senior
a223aa2f-8002-4196-910f-d4cc79993ea6,Consultant (Software Engineering),Bachelor's,3,3483.33,36.2,28,0,64,42,5,61,3.323987786963431,2.191870687539226,3.227105624142661,2.7385528046871745,4,7.8,Meets expectations,pregnant,Software Engineering,Mid
48e648bc-c53c-490c-9e4a-0b95ffb4b198,Consultant (Data & Analytics),Bachelor's,2,4500.0,22.9,21,0,62,16,5,60,1.8518057460981778,1.5291718130633396,3.2329069958847736,1.966709029538078,3,6.02,Partially meets,pregnant,Data & Analytics,Mid
a69f0a0b-456e-42f6-9579-66a4c3966668,Junior Consultant (Cloud & Infra),High School,2,3008.33,27.0,20,0,64,22,5,67,2.098616200146047,1.485814953677598,3.05935939643347,1.9843642161693071,3,6.36,Partially meets,pregnant,Cloud & Infra,Junior
9acbf4b9-495a-42eb-9d3c-470383d6cdd8,Consultant (Data & Analytics),Bachelor's,3,3566.67,41.3,30,51,8,49,5,61,2.553191663477664,2.231205217497349,3.1574588793922125,2.5130518836704163,3,6.63,Meets expectations,pregnant,Data & Analytics,Mid
04a5265b-5e2b-46ce-99cd-4690d000d4a6,Managing Consultant (Digital Transformation),Bachelor's,3,6275.0,49.9,28,385,7,65,5,49,3.374985939029412,2.693793866108458,3.1196066476733137,2.9833140442977157,4,6.96,Meets expectations,pregnant,Digital Transformation,Manager
d68fb5a1-72e7-4e11-a24a-6735c63d9ff6,Senior Consultant (Digital Transformation),Master's,3,6591.67,42.9,34,112,11,52,5,54,2.79201645228278,2.5739393841238205,3.1829424951267056,2.7611631267720855,3,6.78,Meets expectations,pregnant,Digital Transformation,Senior
36fd0ed2-fcb8-4c55-8895-c28ef33f41ce,Consultant (Software Engineering),Bachelor's,2,4233.33,38.4,28,0,10,40,5,61,2.247046805619412,2.0840789188139364,3.1711003898635477,2.3503735790655016,3,6.39,Partially meets,pregnant,Software Engineering,Mid
0d9b5ec9-2546-4eec-a3df-d165a366aabd,Consultant (Cybersecurity),Bachelor's,2,4083.33,14.7,17,0,82,3,5,62,1.3387962617541138,1.127371616206151,3.0424138486312398,1.5738074563555577,2,4.95,Partially meets,pregnant,Cybersecurity,Mid
0d73681a-3520-42f2-9c22-6ceea69cd9dc,Managing Consultant (Software Engineering),Bachelor's,3,7225.0,39.8,26,0,75,49,5,50,4.316075367079755,2.537622466471686,3.1554725925925924,3.194728361878288,5,8.01,Meets expectations,pregnant,Software Engineering,Manager
1399510f-ba24-408b-96fd-747ba34cfe15,Consultant (Cybersecurity),Bachelor's,2,3616.67,30.0,24,0,74,32,5,62,2.966169062036517,1.9066504607715822,3.067425925925926,2.4566611341819313,4,7.1,Meets expectations,pregnant,Cybersecurity,Mid
ebb09c7d-c6fd-4b41-b32f-f706a997ea77,Managing Consultant (Cloud & Infra),Bachelor's,2,6975.0,28.8,21,0,72,31,5,49,2.9285154819088186,1.9684959121910128,2.9569985754985755,2.454202315767867,3,6.58,Meets expectations,pregnant,Cloud & Infra,Manager
38aec4b0-f252-4b8f-b4fa-f7b3dedab546,Senior Consultant (Cybersecurity),Master's,3,4983.33,30.4,27,0,64,37,5,55,3.189095800723402,2.0552922980834074,2.9230754458161865,2.5689899784219614,3,6.29,Partially meets,pregnant,Cybersecurity,Senior
5c5ba3d6-e86d-491d-9f41-4d35526a8e68,Senior Consultant (Software Engineering),Master's,2,4841.67,18.7,22,0,69,13,5,55,1.7481570939486435,1.4895624432041292,3.1800780626780623,1.9052439623222701,2,5.6,Partially meets,pregnant,Software Engineering,Senior
49b6c080-7908-45da-a0f6-b9a78aaffc5a,Consultant (Digital Transformation),Bachelor's,3,3466.67,32.2,25,0,68,32,5,60,2.9585301580251975,1.9970470947741377,3.190962393162393,2.5242750734271064,4,7.34,Meets expectations,pregnant,Digital Transformation,Mid
9116fc78-2dcd-491e-8d5e-b8e134585bd8,Junior Consultant (Cybersecurity),High School,1,2583.33,16.0,16,0,73,3,5,67,1.0210439502596027,1.0721158879887345,3.0014131054131052,1.442653750154869,2,5.07,Partially meets,pregnant,Cybersecurity,Junior
06cff178-f684-4425-93f8-3149ecea2efd,Managing Consultant (Digital Transformation),Bachelor's,3,8408.33,55.4,32,599,10,71,5,49,3.808806431961178,2.996946102164186,3.116444834307992,3.2644039475320445,4,7.63,Meets expectations,pregnant,Digital Transformation,Manager
a711dcc7-1830-4d85-ac7e-4d34874d78d4,Consultant (Cybersecurity),Bachelor's,2,4250.0,38.7,27,0,7,43,5,61,2.364064084459864,2.0893491110267783,3.0590894586894586,2.36571167258924,3,6.28,Partially meets,pregnant,Cybersecurity,Mid
f28433cf-67e8-4240-8cfa-6aefeabe9174,Consultant (Digital Transformation),Bachelor's,2,3941.67,19.9,20,0,80,12,5,60,1.8618902688096948,1.4371719779153727,3.2301913580246913,1.9231913412055333,3,6.24,Partially meets,pregnant,Digital Transformation,Mid
37cbb4e6-2227-4927-9173-c9a49196a84e,Consultant (Software Engineering),Bachelor's,2,4500.0,19.6,21,0,68,12,5,60,1.588463304785113,1.4083773279234628,2.995242165242165,1.7797760884456983,2,5.46,Partially meets,pregnant,Software Engineering,Mid
16c49fc1-c651-4f78-818b-811e64348473,Senior Consultant (Cybersecurity),Master's,3,4625.0,50.4,39,406,12,65,5,56,3.3396031093811125,2.931274859448804,3.278800584795322,3.1232784794978,4,7.58,Meets expectations,pregnant,Cybersecurity,Senior
5782df4d-afad-4ddf-acca-12a4a979cf6e,Junior Consultant (Digital Transformation),High School,2,3066.67,41.2,23,47,20,48,5,67,2.5074928684808517,1.8646863344973923,3.0437403508771927,2.2933390979683903,3,6.61,Meets expectations,pregnant,Digital Transformation,Junior
20ddcd96-fb75-4dc6-ac30-08cefdc6cb75,Managing Consultant (Digital Transformation),Bachelor's,3,7816.67,57.1,33,667,6,75,5,50,3.8594239988415566,3.058434247790953,3.1107916429249762,3.3092026521329387,4,7.63,Meets expectations,pregnant,Digital Transformation,Manager
00393c9f-535d-4b24-b8d0-e6ca409af86d,Consultant (Software Engineering),Bachelor's,2,3216.67,25.9,23,0,63,22,5,62,2.1751756286311457,1.6732305849415245,3.17521755829904,2.124211492719914,3,6.35,Partially meets,pregnant,Software Engineering,Mid
