employee_id,Job_Title,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,digital_score,hard_score,wellness_score,productivity_index,composite_score,rating_label,capacity_mean,physical_mean,mental_mean,energy_mean,group,department,seniority,job_title,wellness_index,prod_adj,performance_score_adjusted,rating_label_adjusted
209db4ad-d6df-4fb8-aa65-59ed0397889e,Senior Consultant (Data & Analytics),Master's,3,6491.67,22.7,30,0,78,55,5,54,3.1814845916035317,2.267475149771403,3.199022222222222,2.7279873968112054,7.36,Meets expectations,0.7033031800172559,4.256587913161607,6.3851157295122745,5.489777777777777,pregnant,Data & Analytics,Senior,Senior Consultant (Data & Analytics),5.377160473483887,3.272895799313265,3.2647360767560283,Proficient
f9370afc-b186-4744-a681-7a39e690082e,Consultant (Cybersecurity),Bachelor's,3,3983.33,31.7,32,0,63,76,5,61,4.047364715585729,2.589670967579726,3.333717421124829,3.1757883826905475,8.07,Meets expectations,0.7003886816116524,5.2193323626705945,5.699001234706238,6.169547325102881,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.6959603074932375,3.4070658785376637,3.43879961536193,Advanced
8639079c-cf10-4c67-a8f9-62ec20bc9348,Consultant (Software Engineering),Bachelor's,2,3958.33,16.9,22,0,65,22,5,59,1.8888549221765445,1.7941383953076944,3.162359396433471,2.096197553593505,5.89,Partially meets,0.6612985896750588,3.7830915572150223,5.728702090750369,5.928395061728395,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.1467295698979285,2.8678007203433467,2.739192055876308,Proficient
efdb82a9-7dba-4c34-bebb-285daf1d8665,Consultant (Software Engineering),Bachelor's,3,4408.33,28.6,27,0,69,70,5,61,3.787389941263633,2.4430892948695537,3.179515669515669,2.9936647637170006,7.92,Meets expectations,0.6882223048748097,4.168779602744036,5.720967529253307,6.206410256410257,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.3653857961358655,3.550156932389155,3.6244366465108904,Advanced
65bb8e5f-488f-4848-981c-15e9a2cd1923,Junior Consultant (Software Engineering),High School,3,3116.67,30.9,25,0,8,32,5,65,2.2904535337455667,2.8396424715563118,3.238233618233618,2.754604019548549,6.79,Meets expectations,0.5550896341109238,4.499722181304127,5.692338182793088,6.612250712250713,pregnant,Software Engineering,Junior,Junior Consultant (Software Engineering),5.60143702544931,3.0788722245645053,3.0130225040357534,Proficient
19a2bd02-c1f0-42fa-ae73-66eca372fa96,Consultant (Digital Transformation),Bachelor's,3,4158.33,29.6,30,0,6,34,5,61,2.357421342132993,3.500973420339678,3.3148717948717947,3.120687471784096,6.74,Meets expectations,0.5618922712384442,5.2416958474812985,5.547900180576816,6.141880341880342,pregnant,Digital Transformation,Mid,Consultant (Digital Transformation),5.643825456646152,3.4032545192406154,3.4338550055802424,Advanced
097b082d-49af-4207-bf3f-963d3895af60,Consultant (Cloud & Infra),Bachelor's,3,4166.67,31.3,30,0,9,42,5,62,2.6654029137039403,3.1624173819636265,3.3179727095516567,3.044424107003327,6.83,Meets expectations,0.5892795637116172,5.228282563956151,5.953850006033626,6.236549707602339,pregnant,Cloud & Infra,Mid,Consultant (Cloud & Infra),5.806227425864038,3.1672223233165404,3.127642178659628,Proficient
4e0e864c-e6cd-4840-aa4c-944c28e45c04,Junior Consultant (Cloud & Infra),High School,3,2950.0,31.0,25,0,9,34,5,66,2.3711771452193826,2.773478919418655,3.300448343079922,2.758182271891126,6.86,Meets expectations,0.5804014205488315,4.743351555465281,5.788218921781157,6.691812865497076,pregnant,Cloud & Infra,Junior,Junior Consultant (Cloud & Infra),5.741127780914504,2.945024626532964,2.839377331565484,Proficient
ebb8b9ac-6f50-43a0-a3bd-c1c579f8ea94,Consultant (Software Engineering),Bachelor's,2,3466.67,17.9,20,0,81,36,5,63,2.459150158405243,1.6909154626036695,3.160925925925926,2.2153879640085927,6.26,Partially meets,0.7121573701649909,3.8457119765621424,5.933023066812436,6.333333333333333,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.370689458902636,2.7666624619523312,2.607981854274394,Proficient
9bdfcbd8-4e05-4d2e-8d70-4acdd46ba9a1,Junior Consultant (Data & Analytics),High School,2,2658.33,24.6,23,0,72,45,5,67,2.8016175324456465,1.703019620113048,3.3404740740740744,2.360089884605033,7.81,Meets expectations,0.7244314042003891,4.8693519667587015,5.595590620458646,6.794666666666667,pregnant,Data & Analytics,Junior,Junior Consultant (Data & Analytics),5.753203084628005,2.5350527209793423,2.3075064329106754,Developing
75be81c7-6cf7-4ddf-90dd-35e63517d58b,Senior Consultant (Data & Analytics),Master's,3,4758.33,31.7,36,0,9,49,5,55,2.9430340321953574,3.6576487081429567,3.213789173789173,3.3544923984879205,6.66,Meets expectations,0.5431822195229227,4.420701099459423,6.303186491305403,5.5948717948717945,pregnant,Data & Analytics,Senior,Senior Consultant (Data & Analytics),5.439586461878872,3.837986969329779,3.9978486250725123,Advanced
b95bd73b-452d-4f2d-af0c-965611178fac,Junior Consultant (Data & Analytics),High School,3,2891.67,37.0,27,0,9,48,5,65,2.9071632031898784,3.4040439478693867,3.319649122807017,3.2381007594530606,7.47,Meets expectations,0.5699078650812053,4.759944736484999,5.569183136823529,6.569005847953217,pregnant,Data & Analytics,Junior,Junior Consultant (Data & Analytics),5.632711240420583,3.5316018204808737,3.600364450558898,Advanced
9c2690aa-cf67-4bc4-8411-784bde665eb5,Consultant (Data & Analytics),Bachelor's,2,3725.0,18.4,22,0,65,30,5,59,2.2196721450935897,2.034552411981697,3.043511659807956,2.2918801814805168,5.95,Partially meets,0.6388767059342053,3.3909728976581213,5.192651297862875,5.931687242798354,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),4.83843714610645,3.3667772087464067,3.38653171427601,Proficient
466f73cd-ccae-4344-a9f2-796506021663,Consultant (Digital Transformation),Bachelor's,3,3891.67,31.1,30,0,14,44,5,59,2.747099078228871,2.7729034086593,3.323391812865497,2.8752597903714103,7.13,Meets expectations,0.6040596987423296,5.922894377087107,5.890886262725566,6.005263157894737,pregnant,Digital Transformation,Mid,Consultant (Digital Transformation),5.939681265902469,2.8667679482129835,2.7378522044532208,Proficient
fc536f61-a812-4dd6-84ff-eb5ead702d8c,Consultant (Software Engineering),Bachelor's,2,4041.67,20.2,23,0,69,36,5,58,2.4292878470355035,1.6949847410516434,3.2740740740740737,2.231093539451288,6.6,Meets expectations,0.707176464998685,4.92152279189623,6.10911691683862,5.823076923076924,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.617905543937257,2.539160241725912,2.3128352633039952,Developing
b4010709-8fc4-4509-9596-8f4cba9c05d9,Consultant (Cybersecurity),Bachelor's,3,3525.0,28.2,27,0,61,63,5,62,3.524707754891704,2.3299133741614195,3.3161316872427986,2.8855953509967804,7.79,Meets expectations,0.7007926781329412,4.752945494917963,6.106223232261621,6.258024691358025,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.705731139512536,3.107260436239894,3.049851524391679,Proficient
4df2be23-de8f-4bbc-85f6-ac8fc603d266,Junior Consultant (Cybersecurity),High School,2,2641.67,17.2,19,0,75,24,5,64,1.973806340453998,1.5352630574633035,3.090696296296296,1.9779126901271105,6.03,Partially meets,0.6950783411402427,4.224317232230678,5.212698353829666,6.467555555555556,pregnant,Cybersecurity,Junior,Junior Consultant (Cybersecurity),5.301523713871966,2.5972314999220196,2.3881731385690586,Developing
60274140-090b-496c-90a8-473a11de25ed,Consultant (Software Engineering),Bachelor's,2,4208.33,19.9,22,0,76,44,5,62,2.7705667150229973,1.729020539480554,3.3657777777777778,2.368835839802732,6.78,Meets expectations,0.7281441434381659,5.193454009086214,5.934113527014895,6.214666666666667,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.780744734255925,2.51670357880844,2.2837014487062,Developing
71014bf2-354e-4d32-9fa6-03eb10333d4b,Senior Consultant (Data & Analytics),Master's,2,6275.0,18.6,25,0,74,40,5,56,2.6180917608884613,1.8813785910783176,3.37365925925926,2.4008486756575493,6.79,Meets expectations,0.7199967532161122,5.090345073123195,6.1815102130806645,5.6226666666666665,pregnant,Data & Analytics,Senior,Senior Consultant (Data & Analytics),5.631507317623509,2.695534139429994,2.5157045925711126,Developing
9567396a-5c53-427c-a592-9e7e170c6bc2,Junior Consultant (Digital Transformation),High School,2,2516.67,16.7,20,0,67,18,5,67,1.714732369507836,1.7296803482194871,3.3126474622770923,2.041789377417513,6.34,Partially meets,0.6982235951871469,4.741386618864749,5.582832300675357,6.75843621399177,pregnant,Digital Transformation,Junior,Junior Consultant (Digital Transformation),5.694218377843959,2.274780559775571,1.9698462508371186,Developing
eb231852-2fd1-4115-a47b-bfa0b0842615,Consultant (Software Engineering),Bachelor's,3,3333.33,31.7,29,0,11,42,5,58,2.6876896387745512,2.994533916710932,3.2211890838206627,2.947811666751964,6.71,Meets expectations,0.5540414743683909,4.584526523160857,5.846263577365894,5.907602339181286,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.446130813236013,3.424867994437309,3.4618949232433693,Advanced
e7432e18-9a03-4ed5-a685-679801dfb520,Junior Consultant (Digital Transformation),High School,3,3108.33,34.5,27,0,7,42,5,65,2.683393962527843,2.953393221918747,3.2585375118708453,2.9334223020918957,7.4,Meets expectations,0.5622102807826849,4.787068979080242,5.634567858910997,6.581766381766381,pregnant,Digital Transformation,Junior,Junior Consultant (Digital Transformation),5.667801073252541,3.1924024665839386,3.160309259614365,Proficient
1ce36f67-601a-48d3-84c6-57b6452002df,Senior Consultant (Cloud & Infra),Master's,2,4858.33,16.4,25,0,69,29,5,53,2.1480698223067813,1.8890966406108107,3.368945868945869,2.2627584407866137,6.2,Partially meets,0.7206312919942338,5.485871533060012,6.499425596363194,5.3820512820512825,pregnant,Cloud & Infra,Senior,Senior Consultant (Cloud & Infra),5.789116137158163,2.4023905083705928,2.1353991024279475,Developing
aca30d28-c592-4e72-92bf-53ccab5754ae,Senior Consultant (Cybersecurity),Master's,3,6633.33,24.2,30,0,65,53,5,55,3.1264982321512904,2.3983454412072343,3.2002743484224965,2.7771770599335035,7.17,Meets expectations,0.6890088708511543,4.737064928390254,6.280937854532161,5.505349794238684,pregnant,Cybersecurity,Senior,Senior Consultant (Cybersecurity),5.5077841923870325,3.19357963834209,3.1618364457273587,Proficient
154c1f13-c9aa-4d20-8f88-dfe890b30243,Senior Consultant (Data & Analytics),Master's,3,6500.0,23.1,29,0,12,25,5,55,2.013646527380645,3.073795525390616,3.2822602089268758,2.7974437626948765,5.93,Partially meets,0.5695686260672402,5.070529550836785,6.45463021714053,5.53960113960114,pregnant,Data & Analytics,Senior,Senior Consultant (Data & Analytics),5.688253635859485,3.036302976453787,2.9577959288948725,Proficient
709b06b8-49d5-4161-8558-cee83fb76a6d,Senior Consultant (Cloud & Infra),Master's,3,5933.33,22.6,28,0,64,45,5,55,2.810909870669586,2.082646267919626,3.3788477366255147,2.560365642485792,7.01,Meets expectations,0.7140857148493932,5.319855187633757,6.69073692431651,5.5547325102880665,pregnant,Cloud & Infra,Senior,Senior Consultant (Cloud & Infra),5.855108207412777,2.6350756159591944,2.4372696345309177,Developing
da2b604d-b80a-49d2-be92-1466e52b36b0,Managing Consultant (Cybersecurity),Bachelor's,3,8608.33,23.3,24,0,8,27,5,50,2.079778236821559,2.8613903581391846,3.2395061728395063,2.702529884683961,5.93,Partially meets,0.544419774084035,4.697432847107204,6.50406008765033,5.078917378917379,pregnant,Cybersecurity,Manager,Managing Consultant (Cybersecurity),5.426803437891638,3.1986002192973606,3.168349821078879,Proficient
71d22eae-457a-487b-9154-25bdd78bf47a,Consultant (Data & Analytics),Bachelor's,2,3350.0,18.7,22,0,82,39,5,60,2.577541172810473,1.7772317351030116,3.1700617283950616,2.29589056507366,6.81,Meets expectations,0.7127569576837335,4.460622213831686,5.558252408786099,6.085648148148148,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.368174256921978,2.849639484248092,2.7156308487989085,Proficient
d62be5f4-34fa-47cc-9716-528b1f62e9c5,Consultant (Cybersecurity),Bachelor's,3,4016.67,28.6,29,0,5,34,5,60,2.3674750574679324,3.197107804256888,3.2713960113960114,2.9630756216480254,6.5,Meets expectations,0.5515239873700238,4.637291975969826,5.950817064883112,6.031339031339032,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.539816024063991,3.347965723138671,3.362126915752786,Proficient
b0267f16-6c4d-41ea-823f-c56e83845ae7,Junior Consultant (Cybersecurity),High School,2,2816.67,21.9,21,0,80,46,5,66,2.8304630459661624,1.807234185614936,3.1360185185185183,2.37995971030102,7.37,Meets expectations,0.7174079781016868,3.939151511798009,5.826615725462847,6.63287037037037,pregnant,Cybersecurity,Junior,Junior Consultant (Cybersecurity),5.466212535877076,2.8372599145282678,2.699570399820212,Proficient
e15b63db-7983-43a8-ba44-53113e268a63,Consultant (Cybersecurity),Bachelor's,3,3508.33,25.2,26,0,80,69,5,63,3.747408516308576,2.094090822562489,3.1728086419753083,2.805829694568879,7.82,Meets expectations,0.7104995058145818,4.054975388272934,5.626946111848522,6.356481481481481,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.3461343272009785,3.381261194483944,3.4053222957914056,Advanced
4a5f1383-42f0-44dc-8d09-8a9d41b3ae6b,Consultant (Digital Transformation),Bachelor's,3,3216.67,25.4,27,0,9,29,5,61,2.1689728507797787,3.045561477834155,3.151225071225072,2.803717608396026,6.08,Partially meets,0.5238488985658225,4.047349731245006,5.5974173340056,6.2094017094017095,pregnant,Digital Transformation,Mid,Consultant (Digital Transformation),5.284722924884105,3.4395648040953857,3.480961608677934,Advanced
52cff11a-1e2a-446f-a541-af6ada739558,Junior Consultant (Digital Transformation),High School,2,2900.0,14.4,17,0,78,15,5,67,1.5918882173990418,1.3541034522706463,3.301975308641976,1.8150132530834309,5.86,Partially meets,0.7418798209797766,5.102922818838217,5.712132361572043,6.73425925925926,pregnant,Digital Transformation,Junior,Junior Consultant (Digital Transformation),5.8497714798898395,1.8949734259391207,1.4771091660451494,Needs Improvement
b0717440-583d-4b17-ad05-36056ebd0d69,Consultant (Cloud & Infra),Bachelor's,3,3283.33,29.7,30,0,12,40,5,59,2.6012890050995594,3.2767367248487984,3.218576998050682,3.062470463564403,6.64,Meets expectations,0.5609119741868965,4.777494416667336,5.770049688562463,6.006432748538011,pregnant,Cloud & Infra,Mid,Consultant (Cloud & Infra),5.51799228458927,3.4688304607948854,3.5189289691668595,Advanced
648295e6-51f1-46f2-b350-38eff626e32c,Consultant (Data & Analytics),Bachelor's,3,3358.33,22.5,25,0,78,55,5,61,3.212473020621046,1.8254013528136763,3.352993827160494,2.5470413480252505,7.41,Meets expectations,0.7432665977590542,5.3013743322786215,6.041955801772708,6.193055555555556,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.845461896535629,2.631241229909918,2.4322951513378213,Developing
8b3beb2a-f3c1-4da4-9b36-a17ce3949014,Senior Consultant (Cybersecurity),Master's,2,6066.67,17.5,23,0,79,38,5,55,2.5266477411666246,1.5962979596162143,3.366296296296296,2.229402561417354,6.62,Meets expectations,0.7534181482591253,5.608163553874991,6.724742535933608,5.588425925925926,pregnant,Cybersecurity,Senior,Senior Consultant (Cybersecurity),5.9737773385781745,2.187367470342616,1.8564421911903581,Developing
65edb378-e272-4ffd-8dca-464043510fad,Junior Consultant (Cloud & Infra),High School,3,2850.0,29.6,25,0,70,62,5,66,3.481292840881965,1.978251026477834,3.3135897435897435,2.696231314221456,7.97,Meets expectations,0.717926261913535,5.087024308126971,5.712745891097792,6.6299145299145295,pregnant,Cloud & Infra,Junior,Junior Consultant (Cloud & Infra),5.809894909713098,2.8154215101970896,2.671238673720284,Proficient
676de175-f892-48e6-89c9-6caf9e3e1d63,Consultant (Cybersecurity),Bachelor's,3,4158.33,34.9,32,0,13,50,5,59,2.984202729042672,3.455744871730849,3.273957115009747,3.277924677580176,7.21,Meets expectations,0.5592039606226108,4.678534975832357,5.817170135156483,6.008479532163743,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.501394881050861,3.700612972897904,3.8196285325631063,Advanced
d31622b5-d18b-466e-9be9-cac35b2a73d9,Consultant (Software Engineering),Bachelor's,3,3166.67,26.2,28,0,13,30,5,60,2.2177010991819053,3.116816675475363,3.2776218323586743,2.879243033963988,6.27,Partially meets,0.5694692639586335,4.769454891778692,5.997187685454423,6.0435672514619885,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.603403276231702,3.201576868413194,3.172211532134617,Proficient
bc371378-8bec-4cfb-a1c1-dfc9211a3919,Consultant (Cybersecurity),Bachelor's,3,4541.67,29.1,28,0,4,35,5,62,2.40211851494513,3.1424773510551,3.2920037986704656,2.950274989745182,6.54,Meets expectations,0.5623428505798327,4.741040644330541,5.990366808133542,6.224786324786325,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.652064592416803,3.2247364883709366,3.202257317498359,Proficient
ef0cce63-90ac-4622-bf45-45765b1ec418,Consultant (Cybersecurity),Bachelor's,2,4066.67,16.1,21,0,67,23,5,61,1.9120785367103328,1.8343392304686128,3.2846153846153845,2.147716253170483,5.81,Partially meets,0.6949936421166029,4.489374370975016,5.717679155633975,6.174786324786325,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.4606132837984385,2.6105249248392823,2.405419163872663,Developing
ed9c2360-b771-458e-a7a2-b6520786d342,Junior Consultant (Cybersecurity),High School,3,2491.67,27.4,24,0,65,50,5,67,3.019695853982097,2.024553204274315,3.3188203017832647,2.5819494186884397,8.0,Meets expectations,0.7081187133807049,5.2124528366818605,5.548707468624123,6.7251028806584365,pregnant,Cybersecurity,Junior,Junior Consultant (Cybersecurity),5.828754395321472,2.682585911244557,2.4989064030666976,Developing
8bcc1d76-78aa-4c22-a76c-0a4969eeff03,Senior Consultant (Digital Transformation),Master's,3,6508.33,28.5,30,0,10,41,5,55,2.622906103479239,2.960884424493128,3.351637426900585,2.9376415286704525,6.4,Partially meets,0.5791841380216189,5.196443579184977,6.2843945532785375,5.542690058479532,pregnant,Digital Transformation,Senior,Senior Consultant (Digital Transformation),5.674509396981016,3.1900221362347625,3.1572211737607696,Proficient
d3af9da2-8755-4daa-b034-1ae385bf122d,Consultant (Digital Transformation),Bachelor's,2,3200.0,20.2,22,0,11,17,5,59,1.6921073513612237,2.3655217048801176,3.240448343079922,2.3384827264644104,5.41,Partially meets,0.5392326579207605,4.134184509474082,5.785169118778795,5.997660818713451,pregnant,Digital Transformation,Mid,Consultant (Digital Transformation),5.305671482322109,2.953721018514838,2.850659465184391,Proficient
ad782ebe-e86a-4d7c-8a3b-2a58ac225ae0,Senior Consultant (Cybersecurity),Master's,2,6000.0,14.5,21,0,75,21,5,54,1.8449795157145128,1.743943285967399,3.200683760683761,2.065602249834805,5.6,Partially meets,0.6937856396394653,4.338275218777569,6.401255857346036,5.493162393162393,pregnant,Cybersecurity,Senior,Senior Consultant (Cybersecurity),5.410897823095333,2.577320310253869,2.3623416554878345,Developing
51f1208d-451e-4792-9427-8aced2ec48fa,Consultant (Software Engineering),Bachelor's,3,3250.0,31.6,30,0,4,40,5,60,2.59841868001503,3.262367324822426,3.250218423551757,3.060752951126074,6.78,Meets expectations,0.5543352816477337,4.606148914912806,6.077423234729404,6.013675213675214,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.565749121105807,3.420130427232614,3.4557487115335794,Advanced
4290c762-b1b5-423c-b448-6793a6f31463,Junior Consultant (Data & Analytics),High School,3,2516.67,22.6,22,0,8,15,5,65,1.5947877028688071,2.862826372608381,3.2831189083820664,2.5664732788412463,5.9,Partially meets,0.5609880530438068,4.436240404936281,5.609775185571341,6.594152046783626,pregnant,Data & Analytics,Junior,Junior Consultant (Data & Analytics),5.54672254576375,2.944568838956868,2.8387860223942702,Proficient
2afd65ae-61da-4a9e-99d0-8437f5d3c889,Junior Consultant (Digital Transformation),High School,2,2483.33,15.2,18,0,67,14,5,66,1.5650123105444589,1.4697123367815372,3.305584045584045,1.8654766706709156,5.78,Partially meets,0.7077490427551552,5.01323752183955,5.306043797703732,6.681623931623932,pregnant,Digital Transformation,Junior,Junior Consultant (Digital Transformation),5.666968417055738,2.125275990915491,1.7758887422482519,Needs Improvement
701aa5e8-5f25-487a-988f-5e0037f88b76,Junior Consultant (Software Engineering),High School,2,3133.33,25.0,22,0,10,21,5,67,1.8540931051935363,2.5620684679757173,3.170978157644824,2.4714577970748843,6.15,Partially meets,0.5340009170353809,4.023170103837451,5.433022153339486,6.767806267806268,pregnant,Software Engineering,Junior,Junior Consultant (Software Engineering),5.407999508327735,2.9860271798328,2.8925713787070224,Proficient
615eafc3-177e-470a-acc1-9dff2c5e0a8f,Consultant (Cybersecurity),Bachelor's,2,3641.67,18.9,21,0,75,38,5,61,2.5127902305694034,1.5942169842388307,3.137481481481481,2.1784418575865327,6.44,Partially meets,0.6793272901288767,3.621344956254084,5.411909499013944,6.119555555555555,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.0509366702745275,3.04428476587624,2.968150983608343,Proficient
4d3546da-3d2e-45ef-bc70-90cb343e355b,Consultant (Cloud & Infra),Bachelor's,3,3375.0,39.1,35,0,8,60,5,61,3.389187940905736,3.597096667825712,3.340175438596491,3.483339803903875,7.78,Meets expectations,0.576777785158859,4.630764649971575,6.221365892280683,6.193859649122807,pregnant,Cloud & Infra,Mid,Consultant (Cloud & Infra),5.681996730458355,3.728354475428027,3.85561855451548,Advanced
1427a16d-7388-455e-9197-58f8af6d066a,Junior Consultant (Software Engineering),High School,3,3158.33,27.0,24,0,9,25,5,66,2.010272274046563,2.5997650489839104,3.311189083820663,2.5652020234700568,6.49,Partially meets,0.5796921807256477,4.657255904169401,5.899883229890944,6.637719298245614,pregnant,Software Engineering,Junior,Junior Consultant (Software Engineering),5.731619477435319,2.761398516736821,2.6011527539523556,Proficient
be71a363-a7a1-40eb-9a1c-4a59c3a55798,Consultant (Cybersecurity),Bachelor's,2,3716.67,17.9,21,0,82,33,5,60,2.307671416491126,1.311960647388339,3.344444444444445,2.017170637530396,6.72,Meets expectations,0.7552132409406367,5.106329310701242,6.37522314894865,6.102415458937198,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.861322639529031,2.0857669378740025,1.7246322652518582,Needs Improvement
88ce07c4-e293-44dc-81e0-8b186d286504,Junior Consultant (Cloud & Infra),High School,2,2725.0,15.3,17,0,75,15,5,65,1.5906936417227242,1.36398250125095,3.1607407407407404,1.7913474912904404,5.64,Partially meets,0.7050319399501219,4.229035777363455,5.540006879461027,6.597777777777777,pregnant,Cloud & Infra,Junior,Junior Consultant (Cloud & Infra),5.4556068115340866,2.2590814617452026,1.9494792616254886,Developing
a1e99303-3f81-4734-a5c9-856f28dd25ac,Senior Consultant (Software Engineering),Master's,3,5783.33,28.5,31,0,16,43,5,55,2.7334895990282413,3.3449260245088146,3.194873294346978,3.1314845508322757,6.25,Partially meets,0.5384790228559482,4.30941915630913,5.926933142975567,5.602046783625731,pregnant,Software Engineering,Senior,Senior Consultant (Software Engineering),5.279466360970143,3.7725030820542793,3.912894086722872,Advanced
